YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M
2021,45,17.95,25.97,11.4,14.57,0.0,52.75,2.32,3.5,77.03,8.16
2021,46,17.63,25.91,11.35,14.56,0.11,51.65,2.01,3.5,76.99,7.86
2021,47,17.26,27.04,9.52,17.52,0.03,47.07,2.17,4.65,76.93,6.72
2021,48,17.41,26.5,10.74,15.76,0.02,45.5,2.53,4.4,76.93,6.66
2021,49,16.11,24.61,8.69,15.92,0.06,58.11,3.14,5.42,77.01,8.08
2021,50,16.1,24.03,8.91,15.12,1.77,69.74,2.55,3.78,77.03,9.71
2021,51,15.98,21.21,12.26,8.95,3.21,76.08,2.01,3.79,77.02,10.88
2021,52,16.38,22.12,12.24,9.88,1.48,73.7,2.48,4.23,77.0,10.71
2021,53,16.42,23.96,11.65,12.31,1.68,72.43,3.08,5.05,77.0,10.35
2021,54,16.27,25.32,10.35,14.97,0.7,65.76,2.44,3.99,77.06,9.01
2021,55,15.79,26.37,7.27,19.1,0.0,47.12,2.81,4.81,77.03,5.96
2021,56,15.13,25.18,6.1,19.08,0.0,45.42,2.88,4.97,77.01,5.6
2021,57,16.62,26.5,7.83,18.67,0.01,55.44,2.58,4.31,76.98,7.46
2021,58,16.85,24.34,10.14,14.2,1.04,61.92,2.5,4.38,76.97,9.07
2021,59,17.08,23.67,10.97,12.7,0.67,58.5,2.19,4.72,76.99,8.7
2021,60,16.49,22.96,10.29,12.67,0.68,59.32,2.63,5.0,77.02,8.62
2021,61,15.84,23.99,10.14,13.85,2.1,61.42,3.23,5.39,77.05,8.35
2021,62,16.49,26.31,8.7,17.61,0.05,47.8,2.82,4.36,77.0,6.42
2021,63,16.77,28.07,7.24,20.83,0.0,43.57,2.6,3.99,76.95,5.66
2021,64,17.05,27.14,8.24,18.9,0.1,51.41,3.47,5.19,77.02,7.25
2021,65,16.48,26.75,8.43,18.32,0.11,50.84,3.81,5.78,77.05,6.64
2021,66,16.58,28.13,6.22,21.91,0.0,39.38,2.86,5.41,76.97,4.98
2021,67,17.79,28.91,8.46,20.45,0.03,34.57,2.09,4.29,76.9,4.94
2021,68,17.75,27.97,9.43,18.54,0.85,37.87,2.23,4.86,76.99,5.71
2021,69,17.79,27.45,9.48,17.97,0.12,45.81,2.89,5.19,77.02,6.81
2021,70,17.92,27.48,9.55,17.93,0.9,52.08,2.93,5.21,76.95,7.82
2021,71,18.73,28.83,10.11,18.72,0.01,49.66,2.59,4.67,76.94,7.71
2021,72,18.77,28.14,10.62,17.52,0.0,47.33,3.23,5.95,76.96,7.48
2021,73,18.65,28.11,10.32,17.79,0.0,47.99,3.12,5.32,76.94,7.45
2021,74,18.67,27.32,10.35,16.97,0.01,48.75,3.49,5.8,76.87,7.86
2021,75,18.26,27.39,10.31,17.08,0.02,52.68,3.75,5.82,76.88,8.07
2021,76,18.61,28.13,9.94,18.19,0.0,52.71,3.04,4.28,76.88,8.27
2021,77,19.11,29.14,10.71,18.43,0.0,50.24,3.04,4.79,76.9,7.96
2021,78,17.85,26.88,9.77,17.11,0.0,45.62,3.21,5.25,76.91,6.66
2021,79,17.46,28.16,8.18,19.98,0.0,39.87,3.92,6.17,76.86,5.3
2021,80,16.78,26.57,8.92,17.65,0.0,31.07,3.84,6.37,76.88,4.31
2021,81,16.65,28.17,7.04,21.13,0.0,21.89,3.48,5.82,76.97,2.61
2021,82,16.5,27.5,6.72,20.78,0.0,20.58,3.2,5.21,77.05,2.78
2021,83,17.14,28.8,7.32,21.48,0.0,23.25,2.74,5.19,77.0,3.06
2021,84,18.07,30.09,8.13,21.96,0.0,19.69,2.76,5.5,76.86,2.66
2021,85,17.16,28.75,6.79,21.96,0.0,21.42,3.0,5.19,76.93,2.89
2021,86,17.04,28.38,6.3,22.08,0.0,31.38,2.7,4.51,76.98,3.88
2021,87,17.61,28.06,7.84,20.22,0.05,29.19,2.37,3.92,77.01,4.16
2021,88,18.34,27.47,9.65,17.82,0.02,28.69,2.83,5.04,76.97,4.5
2021,89,19.2,27.9,10.8,17.1,0.99,36.03,2.71,4.55,76.93,6.33
2021,90,18.74,26.13,12.31,13.82,1.05,48.38,3.18,5.73,76.98,8.04
2021,91,18.79,28.57,10.52,18.05,0.02,41.29,3.29,5.58,77.0,6.41
2021,92,18.42,29.3,9.79,19.51,0.0,23.82,2.6,4.31,77.06,3.14
2021,93,18.47,29.55,8.48,21.07,0.0,30.66,2.98,4.81,76.99,4.58
2021,94,19.26,28.63,11.28,17.35,0.09,46.62,3.02,4.45,76.98,7.86
2021,95,18.91,29.43,10.62,18.81,0.55,52.24,3.48,5.86,77.0,8.26
2021,96,19.01,27.51,11.69,15.82,0.0,41.61,3.45,6.19,77.04,6.93
2021,97,17.59,28.07,9.13,18.94,0.0,23.43,3.59,5.6,77.12,3.37
2021,98,17.26,28.46,7.31,21.15,0.0,23.03,3.06,5.15,77.04,3.22
2021,99,19.12,30.52,9.64,20.88,0.0,14.42,1.2,2.39,76.84,2.32
2021,100,20.65,30.17,12.3,17.87,0.0,24.86,1.78,3.2,76.86,4.59
2021,101,19.81,28.39,12.03,16.36,0.69,43.7,3.27,5.2,76.92,7.88
2021,102,16.64,22.75,11.52,11.23,5.04,70.88,2.6,4.64,77.04,10.39
2021,103,16.5,23.44,12.21,11.23,15.33,74.3,2.55,5.4,77.06,10.82
2021,104,17.44,25.65,9.96,15.69,0.12,64.38,2.81,4.72,77.01,9.52
2021,105,18.05,26.77,10.66,16.11,0.13,57.26,2.74,4.75,77.0,8.79
2021,106,18.2,26.94,11.14,15.8,0.03,60.02,2.76,4.9,76.96,9.24
2021,107,18.04,26.23,10.35,15.88,0.0,58.25,2.67,4.1,77.01,9.13
2021,108,16.5,23.31,12.01,11.3,0.0,66.37,2.24,3.71,77.1,9.59
2021,109,17.12,25.95,10.3,15.65,0.0,51.35,3.0,5.38,77.09,7.23
2021,110,18.53,28.63,9.57,19.06,0.0,44.16,2.47,4.14,76.98,6.71
2021,111,18.81,27.69,10.88,16.81,0.27,46.97,2.07,3.57,77.0,7.74
2021,112,18.55,25.59,12.12,13.47,1.17,58.95,2.36,4.13,77.01,9.81
2021,113,18.37,25.1,12.99,12.11,5.62,63.92,2.67,4.84,76.94,10.43
2021,114,19.11,27.42,12.55,14.87,0.81,59.25,2.35,4.38,76.87,9.83
2021,115,17.8,22.98,13.32,9.66,8.65,69.41,1.89,3.94,76.91,11.17
2021,116,16.55,19.95,13.52,6.43,24.94,78.39,1.21,2.58,76.9,11.86
2021,117,15.89,21.37,12.74,8.63,5.48,81.46,1.69,3.25,76.89,11.73
2021,118,16.58,21.47,13.43,8.04,8.06,80.4,1.52,2.85,76.92,12.04
2021,119,16.41,20.75,13.26,7.49,12.78,81.43,1.16,2.29,76.97,12.13
2021,120,15.58,18.97,12.73,6.24,4.04,84.43,1.39,3.25,76.93,12.04
2021,121,15.64,20.24,11.99,8.25,1.95,83.34,1.36,2.58,76.89,11.86
2021,122,15.27,20.22,12.08,8.14,4.39,81.54,1.61,3.0,76.93,11.27
2021,123,15.34,19.34,12.1,7.24,3.23,80.42,1.34,2.14,76.94,11.19
2021,124,16.57,22.45,12.16,10.29,3.09,78.93,1.63,2.9,76.81,11.78
2021,125,15.59,20.35,12.82,7.53,2.83,80.64,1.83,3.78,76.92,11.38
2021,126,16.1,22.86,10.09,12.77,7.29,77.93,2.15,3.73,76.99,11.25
2021,127,16.42,22.29,11.75,10.54,16.73,75.98,2.72,4.83,77.02,11.14
2021,128,15.82,22.05,10.83,11.22,20.62,79.72,2.53,3.86,77.03,11.34
2021,129,15.64,21.63,10.58,11.05,0.54,77.15,2.39,4.34,77.02,10.74
2021,130,16.94,24.4,10.87,13.53,0.7,69.46,2.52,4.88,77.04,10.13
2021,131,17.23,24.46,11.91,12.55,0.2,70.63,1.97,3.55,77.09,10.52
2021,132,16.92,23.72,11.7,12.02,3.77,70.31,1.76,3.16,77.07,10.66
2021,133,16.92,23.58,11.16,12.42,3.36,72.34,1.74,3.18,77.06,10.93
2021,134,17.62,25.1,11.34,13.76,0.92,70.31,1.69,3.1,77.04,10.88
2021,135,17.57,23.69,12.29,11.4,3.52,71.62,1.82,3.57,77.0,11.31
2021,136,17.07,22.56,12.65,9.91,3.66,75.42,1.26,2.28,77.01,11.67
2021,137,16.69,20.35,13.3,7.05,2.48,78.07,1.74,3.51,77.08,11.88
2021,138,17.67,25.04,12.68,12.36,1.27,69.98,2.26,3.93,77.03,10.98
2021,139,17.78,26.14,10.96,15.18,0.14,55.97,2.28,3.63,77.07,8.69
2021,140,17.99,24.8,12.49,12.31,1.44,66.9,1.68,3.39,77.1,10.69
2021,141,18.56,27.15,11.59,15.56,1.46,57.24,2.47,4.72,77.05,9.26
2021,142,18.39,27.56,10.4,17.16,0.26,52.02,2.38,4.06,77.02,8.28
2021,143,19.11,27.48,12.71,14.77,3.28,58.72,1.53,3.1,77.0,9.79
2021,144,18.96,26.96,12.78,14.18,9.07,61.3,1.8,3.78,77.09,10.01
2021,145,18.13,26.03,11.46,14.57,4.07,61.15,2.27,4.38,77.1,9.63
2021,146,18.22,26.59,11.16,15.43,0.23,56.53,2.31,4.11,77.04,8.93
2021,147,17.93,25.33,11.74,13.59,0.4,63.57,2.21,3.85,77.07,9.99
2021,148,17.29,25.77,10.72,15.05,0.1,60.79,3.13,6.45,77.11,8.79
2021,149,16.42,25.56,7.29,18.27,0.0,51.02,3.26,6.52,77.1,6.91
2021,150,17.67,26.86,9.7,17.16,0.0,60.39,2.95,6.04,77.12,8.62
2021,151,18.53,27.8,10.63,17.17,0.0,51.04,2.76,5.32,77.0,7.92
2021,152,19.03,28.1,11.2,16.9,0.03,50.01,2.43,4.45,76.85,8.08
2021,153,19.15,27.88,13.06,14.82,0.76,61.68,1.81,3.62,76.92,10.22
2021,154,16.99,20.81,14.29,6.52,4.5,75.85,1.47,2.5,77.05,11.72
2021,155,17.31,24.76,10.84,13.92,0.66,60.21,2.37,4.26,77.08,9.07
2021,156,17.66,26.55,10.59,15.96,0.22,49.82,2.89,5.65,77.04,7.28
2021,157,18.19,27.68,11.1,16.58,0.27,51.39,2.7,5.32,77.06,7.63
2021,158,18.39,27.23,11.41,15.82,0.17,59.31,3.02,6.56,77.13,8.93
2021,159,18.98,28.2,11.62,16.58,0.09,55.42,2.48,5.42,77.1,8.71
2021,160,19.51,28.86,10.81,18.05,0.42,56.87,2.0,4.4,77.05,9.33
2021,161,19.02,26.95,12.23,14.72,0.4,60.82,2.02,4.31,76.97,10.0
2021,162,19.29,26.85,12.53,14.32,0.52,57.47,2.02,4.18,76.92,9.74
2021,163,19.62,26.51,14.3,12.21,0.57,58.24,1.99,4.14,76.98,10.23
2021,164,18.46,25.35,13.7,11.65,2.12,71.12,1.36,3.1,77.0,11.63
2021,165,17.55,22.96,14.28,8.68,27.38,76.53,1.16,2.21,76.98,12.0
2021,166,17.07,22.66,12.88,9.78,4.57,73.3,1.28,2.16,77.03,11.13
2021,167,17.05,22.54,13.11,9.43,2.58,73.96,1.5,3.59,77.04,11.31
2021,168,16.95,22.86,12.15,10.71,0.76,73.58,2.0,4.1,77.12,10.97
2021,169,17.8,24.27,12.11,12.16,0.65,66.38,1.62,3.46,77.14,10.44
2021,170,17.39,21.43,12.47,8.96,0.95,68.45,1.18,2.69,77.15,10.79
2021,171,16.61,22.86,11.94,10.92,3.8,74.04,1.14,2.26,77.14,10.92
2021,172,17.68,24.88,12.14,12.74,0.31,66.5,1.58,3.52,77.07,10.3
2021,173,17.54,23.96,11.29,12.67,1.08,69.09,1.37,3.07,77.03,10.68
2021,174,18.86,26.41,12.38,14.03,0.86,61.2,1.51,3.44,77.0,10.09
2021,175,16.16,21.08,11.48,9.6,6.67,77.83,1.39,2.77,77.08,11.28
2021,176,15.56,20.13,11.9,8.23,53.26,83.86,1.55,3.21,77.03,11.94
2021,177,16.91,22.44,10.51,11.93,1.12,72.41,1.31,2.36,76.92,10.9
2021,178,17.53,24.15,11.16,12.99,1.83,71.33,1.63,3.15,76.89,11.08
2021,179,17.36,24.33,12.51,11.82,1.09,72.8,1.79,3.88,76.95,11.18
2021,180,16.99,23.22,11.82,11.4,8.24,74.15,1.08,2.25,76.96,11.3
2021,181,15.53,19.23,12.99,6.24,18.54,82.54,1.92,4.35,77.11,11.63
2021,182,15.71,20.25,11.24,9.01,2.65,79.82,1.18,2.63,77.12,11.28
2021,183,16.5,21.48,11.09,10.39,6.89,76.63,0.81,1.9,77.05,11.42
2021,184,15.86,19.99,10.91,9.08,3.01,79.93,0.78,1.64,77.0,11.56
2021,185,17.37,23.05,11.8,11.25,1.53,74.86,1.15,2.58,76.99,11.7
2021,186,16.7,22.55,11.49,11.06,7.65,79.06,1.53,2.96,77.0,11.89
2021,187,16.71,20.85,12.37,8.48,4.7,78.61,1.34,2.69,76.93,11.93
2021,188,16.24,21.03,13.01,8.02,10.32,80.6,0.97,1.85,76.91,11.87
2021,189,15.97,21.8,11.19,10.61,9.93,82.33,1.53,3.21,77.0,11.86
2021,190,16.02,21.12,12.87,8.25,14.98,81.58,2.56,4.82,77.03,11.8
2021,191,15.21,19.52,11.94,7.58,12.05,86.49,1.6,3.5,76.94,12.01
2021,192,15.5,20.85,11.58,9.27,5.56,84.16,1.28,2.72,77.01,11.82
2021,193,16.21,21.43,11.69,9.74,6.36,81.28,1.36,2.68,77.05,11.87
2021,194,15.93,20.72,11.55,9.17,13.53,81.89,0.8,1.71,77.01,11.79
2021,195,14.79,18.07,12.38,5.69,16.23,86.15,2.08,4.25,76.98,11.66
2021,196,14.8,18.02,12.65,5.37,5.5,86.8,2.16,3.68,76.98,11.77
2021,197,14.73,18.5,11.79,6.71,4.19,86.75,1.77,2.97,76.99,11.69
2021,198,15.11,19.55,11.59,7.96,2.76,85.76,1.74,3.52,76.91,11.81
2021,199,15.61,19.41,12.93,6.48,1.05,84.28,2.28,3.83,76.91,11.99
2021,200,15.67,21.09,12.41,8.68,0.91,84.52,2.19,3.8,76.96,12.02
2021,201,15.92,19.89,12.36,7.53,5.1,85.99,2.11,3.97,76.97,12.48
2021,202,15.62,19.55,12.65,6.9,13.89,83.89,3.62,6.19,77.1,11.9
2021,203,15.36,20.26,11.53,8.73,7.51,82.6,3.26,5.87,77.17,11.46
2021,204,15.56,21.27,11.83,9.44,1.05,81.28,3.53,6.1,77.02,11.39
2021,205,13.88,17.1,11.53,5.57,10.87,86.23,3.16,4.81,76.95,11.03
2021,206,14.65,19.91,11.1,8.81,5.82,82.98,2.66,4.73,76.97,11.05
2021,207,15.17,20.21,10.96,9.25,2.61,85.1,2.13,3.96,76.99,11.73
2021,208,15.65,19.93,11.17,8.76,8.48,85.07,1.69,3.18,76.93,12.13
2021,209,15.64,20.46,12.86,7.6,9.25,85.58,2.66,4.45,76.88,12.21
2021,210,15.35,20.56,12.19,8.37,5.69,85.31,2.65,5.11,76.98,11.94
2021,211,15.15,19.26,11.18,8.08,2.89,88.0,2.14,4.01,76.98,12.35
2021,212,14.43,17.95,11.68,6.27,9.25,88.2,2.8,4.32,77.08,11.68
2021,213,14.99,19.47,11.23,8.24,10.39,84.93,1.88,3.37,77.14,11.56
2021,214,15.89,20.78,12.09,8.69,3.89,84.96,1.59,3.57,77.07,12.28
2021,215,15.86,20.49,12.7,7.79,6.55,82.61,1.64,3.57,77.17,11.87
2021,216,15.89,20.5,12.1,8.4,18.52,82.98,1.22,2.66,77.25,11.96
2021,217,16.1,20.99,12.75,8.24,25.87,84.06,0.99,1.7,77.22,12.28
2021,218,15.66,20.03,12.83,7.2,11.4,83.81,1.47,3.13,77.11,11.95
2021,219,14.87,19.67,10.81,8.86,44.5,87.16,1.6,2.86,77.12,11.85
2021,220,15.59,21.19,11.46,9.73,11.32,83.17,1.41,2.67,77.17,11.79
2021,221,16.0,20.97,11.88,9.09,4.68,83.08,1.43,3.04,77.11,12.08
2021,222,15.93,21.51,11.59,9.92,4.36,79.44,1.6,3.15,77.02,11.46
2021,223,16.11,21.63,11.42,10.21,5.21,80.97,1.03,2.45,77.0,11.8
2021,224,16.26,21.84,12.01,9.83,35.99,84.1,0.93,1.56,77.05,12.44
2021,225,16.09,22.29,11.2,11.09,3.31,83.06,1.47,2.94,77.08,12.04
2021,226,15.94,21.88,10.59,11.29,0.42,80.27,1.33,2.86,77.03,11.53
2021,227,16.16,22.08,10.07,12.01,0.0,81.74,0.97,2.42,77.01,12.03
2021,228,16.11,20.66,12.01,8.65,0.0,81.54,0.88,1.94,77.06,11.96
2021,229,16.4,21.48,12.12,9.36,0.0,81.29,1.18,2.91,77.11,12.1
2021,230,16.78,22.85,12.01,10.84,0.0,78.63,1.12,2.61,76.98,11.86
2021,231,15.3,20.06,11.58,8.48,20.48,86.04,0.8,1.78,76.89,12.02
2021,232,15.71,21.43,10.08,11.35,1.37,79.83,1.06,2.28,76.91,11.31
2021,233,15.69,20.73,10.13,10.6,5.04,83.06,1.14,2.16,76.95,11.91
2021,234,15.78,20.55,11.91,8.64,18.42,86.68,1.74,4.18,76.87,12.54
2021,235,14.8,17.95,11.56,6.39,21.5,87.72,1.81,3.31,76.94,11.92
2021,236,14.62,19.26,11.03,8.23,8.4,83.16,1.88,3.6,76.98,11.08
2021,237,15.12,21.46,10.87,10.59,1.79,82.01,1.22,2.72,76.92,11.27
2021,238,15.29,20.98,11.17,9.81,4.62,85.07,1.24,2.11,76.92,11.87
2021,239,15.65,20.95,11.27,9.68,8.49,85.56,1.1,2.38,76.98,12.19
2021,240,16.5,22.06,11.81,10.25,17.53,84.17,1.21,2.95,76.92,12.62
2021,241,16.05,20.11,12.88,7.23,6.44,85.14,1.6,3.31,76.81,12.53
2021,242,16.27,21.6,12.16,9.44,6.77,84.76,1.29,2.1,76.81,12.57
2021,243,16.27,22.13,11.48,10.65,4.52,82.26,1.42,3.1,76.85,12.1
2021,244,15.15,18.28,12.54,5.74,7.35,88.67,1.32,2.96,76.91,12.35
2021,245,15.54,21.0,11.15,9.85,1.97,85.18,1.19,2.18,76.9,12.06
2021,246,15.76,20.72,12.12,8.6,12.44,85.99,1.33,2.47,76.86,12.38
2021,247,15.84,20.75,12.2,8.55,9.4,86.34,1.1,2.52,76.91,12.51
2021,248,15.63,19.69,12.73,6.96,13.09,85.14,1.9,3.63,76.94,12.17
2021,249,15.53,19.37,12.09,7.28,8.38,84.13,1.36,2.97,77.02,11.95
2021,250,16.0,21.35,12.12,9.23,8.93,85.53,1.24,2.63,77.0,12.51
2021,251,15.76,21.25,11.34,9.91,3.12,85.98,1.51,2.59,76.95,12.37
2021,252,14.84,19.9,11.61,8.29,13.51,87.8,1.16,2.05,77.03,11.93
2021,253,15.8,21.43,11.06,10.37,1.99,81.32,1.06,2.03,77.14,11.58
2021,254,15.71,20.82,12.16,8.66,5.92,83.58,1.49,3.1,77.07,11.99
2021,255,15.86,21.61,11.37,10.24,3.76,82.5,1.16,2.79,77.04,11.83
2021,256,16.1,21.82,10.99,10.83,2.79,82.08,0.82,1.59,77.01,11.96
2021,257,15.29,18.81,12.36,6.45,13.93,87.25,0.63,1.59,77.03,12.27
2021,258,16.1,21.23,11.56,9.67,29.25,84.33,1.12,1.8,77.02,12.39
2021,259,15.41,19.38,12.08,7.3,4.03,87.49,1.53,2.8,76.98,12.36
2021,260,15.67,21.9,10.83,11.07,0.27,80.79,1.39,2.59,76.9,11.4
2021,261,15.36,21.67,9.63,12.04,0.82,82.44,1.37,2.2,76.99,11.47
2021,262,15.15,21.43,9.61,11.82,5.31,80.96,1.7,2.68,77.03,11.22
2021,263,15.11,20.95,10.51,10.44,2.63,84.42,1.76,3.12,77.01,11.68
2021,264,15.66,20.91,11.69,9.22,3.56,84.65,1.5,2.93,77.02,12.09
2021,265,15.61,20.28,11.57,8.71,6.62,83.52,1.05,2.11,77.03,11.91
2021,266,15.5,20.64,11.38,9.26,2.91,85.02,1.2,1.95,76.93,12.07
2021,267,15.58,20.69,11.62,9.07,1.66,84.46,1.61,2.61,76.95,11.95
2021,268,14.43,18.28,11.03,7.25,1.45,88.63,1.47,2.49,77.03,11.76
2021,269,14.37,18.85,11.46,7.39,2.78,88.6,1.48,2.87,77.0,11.71
2021,270,15.1,21.82,9.1,12.72,0.18,79.27,1.46,2.38,77.01,10.73
2021,271,16.14,21.98,10.7,11.28,0.2,77.99,1.06,1.65,76.97,11.36
2021,272,16.26,21.68,11.65,10.03,0.42,80.03,0.9,1.96,76.94,11.8
2021,273,15.78,20.43,12.76,7.67,2.95,85.33,0.56,1.01,76.94,12.28
2021,274,16.33,22.03,11.49,10.54,5.6,82.07,0.97,1.69,76.94,12.13
2021,275,15.79,21.54,11.47,10.07,3.93,83.33,2.14,4.21,76.87,11.99
2021,276,15.18,20.67,10.54,10.13,3.71,85.89,1.78,3.45,76.96,11.92
2021,277,14.58,19.47,11.34,8.13,12.37,86.71,2.2,4.85,77.0,11.62
2021,278,15.14,21.16,10.43,10.73,9.81,84.39,1.94,3.66,76.97,11.65
2021,279,15.78,21.65,11.48,10.17,2.38,84.3,1.38,2.41,76.93,12.09
2021,280,15.4,21.31,10.25,11.06,17.98,84.97,1.41,2.33,76.92,12.0
2021,281,16.06,21.82,11.05,10.77,2.29,82.38,1.31,2.03,76.92,12.07
2021,282,14.99,17.87,12.83,5.04,8.56,91.13,1.74,3.28,76.94,12.61
2021,283,14.85,19.84,11.17,8.67,1.49,88.1,1.9,3.35,77.03,11.97
2021,284,14.75,20.33,10.54,9.79,1.6,85.88,2.42,4.68,77.01,11.54
2021,285,15.0,21.25,10.47,10.78,0.85,83.98,2.3,4.3,76.99,11.45
2021,286,14.73,20.98,9.86,11.12,1.88,85.68,2.38,4.13,76.98,11.57
2021,287,14.32,20.7,9.8,10.9,0.4,83.3,2.27,3.94,77.04,10.9
2021,288,13.95,21.4,7.38,14.02,0.02,76.56,2.21,4.2,77.02,9.7
2021,289,14.3,21.69,7.61,14.08,0.01,70.29,2.13,4.22,76.98,9.09
2021,290,13.88,21.21,7.54,13.67,0.0,68.88,1.95,3.28,76.97,8.55
2021,291,13.66,21.34,7.52,13.82,1.32,69.72,2.08,3.53,77.04,8.63
2021,292,13.12,20.9,6.84,14.06,0.05,71.11,2.62,4.7,77.12,8.47
2021,293,12.14,19.97,5.89,14.08,0.0,65.35,2.97,5.84,77.18,7.12
2021,294,12.09,19.98,4.59,15.39,0.01,66.72,3.12,6.39,77.18,7.36
2021,295,13.03,20.26,5.72,14.54,0.1,72.08,3.01,6.42,77.17,8.6
2021,296,13.56,20.52,7.92,12.6,0.14,71.64,2.76,5.41,77.24,8.62
2021,297,12.95,21.41,6.4,15.01,0.02,70.72,2.31,4.16,77.21,8.16
2021,298,13.18,21.38,5.8,15.58,0.17,67.32,2.06,3.8,77.18,8.08
2021,299,14.27,22.18,7.07,15.11,0.15,67.52,1.99,3.45,77.18,8.63
2021,300,14.27,21.49,7.72,13.77,0.76,73.27,1.92,3.54,77.15,9.39
2021,301,13.76,21.77,6.81,14.96,0.0,67.54,2.2,4.09,77.04,8.34
2021,302,13.03,21.5,6.09,15.41,0.05,61.71,2.38,4.46,77.0,7.26
2021,303,12.03,21.04,4.86,16.18,0.0,60.53,2.82,5.06,77.08,6.47
2021,304,12.66,20.89,5.62,15.27,0.06,77.13,2.64,4.42,77.2,8.99
2021,305,13.8,20.18,9.1,11.08,2.33,84.6,3.0,5.41,77.12,10.81
2021,306,13.6,21.89,8.19,13.7,0.49,71.75,2.48,4.25,77.13,8.59
2021,307,12.61,21.45,5.35,16.1,0.0,63.24,2.53,4.67,77.13,6.93
2021,308,12.7,21.64,5.42,16.22,0.0,59.77,2.2,3.98,77.12,6.71
2021,309,13.49,22.14,6.3,15.84,0.02,54.2,1.86,3.04,77.07,6.55
2021,310,14.23,22.79,6.56,16.23,0.24,58.26,1.55,2.72,77.01,7.31
2021,311,15.29,22.94,8.51,14.43,0.24,60.31,1.21,2.44,76.92,8.3
2021,312,14.6,22.13,8.04,14.09,0.06,61.95,2.0,3.88,76.93,8.02
2021,313,14.04,21.89,6.94,14.95,0.03,64.49,2.54,4.63,77.06,8.15
2021,314,13.94,20.62,8.36,12.26,0.18,69.26,2.48,4.73,77.11,8.75
2021,315,14.16,21.49,7.66,13.83,0.8,69.26,2.14,4.12,77.0,8.81
2021,316,14.33,21.21,8.41,12.8,0.59,71.21,2.01,3.53,76.97,9.21
2021,317,14.8,21.98,8.58,13.4,0.58,73.87,2.42,4.36,77.04,9.78
2021,318,14.56,22.3,7.51,14.79,0.03,70.75,2.66,4.6,77.06,9.23
2021,319,14.22,22.65,7.37,15.28,0.0,66.65,2.26,3.98,77.06,8.29
2021,320,14.17,23.32,7.38,15.94,0.0,58.86,1.99,3.16,76.94,7.29
2021,321,12.9,21.88,5.5,16.38,0.0,58.42,2.63,4.91,76.99,6.66
2021,322,13.17,22.72,5.59,17.13,0.0,60.36,2.58,4.65,77.1,6.98
2021,323,13.62,22.81,5.62,17.19,0.0,61.18,1.93,3.64,77.06,7.29
2021,324,14.15,22.85,7.44,15.41,0.0,48.89,1.6,2.49,76.97,6.06
2021,325,14.18,22.93,7.59,15.34,0.02,52.65,2.2,3.69,76.98,6.67
2021,326,13.85,22.97,6.6,16.37,0.03,62.22,2.88,5.25,77.08,7.55
2021,327,13.55,22.63,5.82,16.81,0.0,68.56,2.31,3.97,77.12,7.99
2021,328,13.89,22.98,6.17,16.81,0.0,66.09,1.72,2.77,77.02,7.76
2021,329,13.82,22.67,6.75,15.92,0.0,62.25,2.21,3.52,77.01,7.47
2021,330,13.42,21.97,5.57,16.4,0.0,64.59,2.41,4.31,77.11,7.66
2021,331,13.66,20.76,8.96,11.8,39.83,81.46,2.64,4.58,77.12,10.15
2021,332,12.99,20.53,7.86,12.67,6.95,77.76,3.3,6.28,77.11,9.03
2021,333,12.06,20.25,5.86,14.39,0.18,69.65,3.28,6.61,77.11,7.44
2021,334,11.4,20.48,4.73,15.75,0.0,59.76,2.91,5.79,77.07,5.85
2021,335,11.54,21.04,3.43,17.61,0.0,66.49,2.11,3.64,77.0,6.89
2021,336,13.07,21.94,6.52,15.42,0.02,58.5,1.69,2.38,77.0,6.78
2021,337,12.85,22.03,5.79,16.24,0.0,59.33,2.04,3.24,77.08,6.66
2021,338,12.33,21.47,4.68,16.79,0.0,65.07,2.43,4.18,77.14,7.15
2021,339,12.22,21.62,4.73,16.89,0.0,61.12,2.09,3.4,77.11,6.55
2021,340,12.18,21.58,4.8,16.78,0.0,55.4,2.11,3.65,77.16,6.05
2021,341,12.48,21.79,5.22,16.57,0.0,60.07,2.24,4.09,77.18,6.64
2021,342,12.99,22.52,5.91,16.61,0.0,58.73,1.89,2.9,77.16,6.68
2021,343,12.08,22.34,4.49,17.85,0.0,48.56,2.24,4.14,77.12,4.85
2021,344,10.5,21.27,1.94,19.33,0.0,46.66,2.55,4.45,77.06,4.37
2021,345,10.03,20.54,2.12,18.42,0.89,58.4,2.92,5.12,77.06,5.2
2021,346,10.53,20.14,2.64,17.5,1.96,72.48,2.66,4.69,77.1,7.16
2021,347,12.29,21.75,4.2,17.55,0.12,74.54,2.22,3.51,77.07,8.19
2021,348,13.33,22.11,5.38,16.73,0.08,73.69,1.79,3.13,76.96,8.7
2021,349,14.89,22.58,7.87,14.71,0.53,71.3,1.82,2.98,76.96,9.39
2021,350,14.14,22.4,7.27,15.13,0.18,73.99,2.45,4.21,77.04,9.24
2021,351,13.71,22.34,6.54,15.8,0.07,72.85,2.25,3.87,77.08,8.8
2021,352,15.01,23.44,7.28,16.16,0.04,70.91,1.7,2.78,77.1,9.26
2021,353,15.27,22.76,8.9,13.86,0.54,74.32,2.53,4.29,77.09,10.02
